system:index,baseline_year,city,delta_LST,delta_max_LST,delta_top10_LST,final_year,max_LST_2000,max_LST_2020,mean_LST_2000,mean_LST_2020,n_images_2000,n_images_2020,n_pixels,sensor_2000,sensor_2020,top10_LST_2000,top10_LST_2020,transition,transition_area_pct,transition_code,.geo,error
00000000000000000035_8,2000.0,Phoenix,5.978871547528115,6.056045273268694,6.055611578548337,2020.0,315.29278053002395,321.34882580329264,312.32894099120995,318.30781253873806,13.0,17.0,627.0,L5,L8,315.29278053002395,321.3483921085723,wat→imp,0.0362855411667277,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_9,2000.0,Phoenix,13.410809479287591,15.131966573284558,15.131914254562332,2020.0,313.2089361614238,328.3409027347084,310.79877136763963,324.2095808469272,13.0,17.0,472.0,L5,L8,313.2089361614238,328.34085041598615,wat→veg,0.0273154313089242,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_10,2000.0,Phoenix,12.815682642185834,16.773304165016327,16.773304165016327,2020.0,310.4772367295457,327.25054089456205,308.31246085773796,321.1281434999238,13.0,17.0,40.0,L5,L8,310.4772367295457,327.25054089456205,wat→crop,0.0023148670600783,403.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_11,2000.0,Phoenix,12.25410035315349,14.1202048411771,14.1202048411771,2020.0,315.49368977766454,329.61389461884164,312.7845398282363,325.0386401813898,13.0,17.0,150.0,L5,L8,315.49368977766454,329.61389461884164,wat→bare,0.0086807514752937,405.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_12,2000.0,Phoenix,2.941020551349652,1.6364394736546046,1.635046392888853,2020.0,327.1008506128294,328.737290086484,322.4417891318613,325.38280968321095,13.0,17.0,9429.0,L5,L8,327.1008506128294,328.73589700571824,bare→imp,0.5456720377369628,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_13,2000.0,Phoenix,5.646496164336895,3.1973279759250772,3.1957183739397124,2020.0,327.3600646430572,330.5573926189823,321.6057767982902,327.2522729626271,13.0,17.0,1931.0,L5,L8,327.3600646430572,330.55578301699694,bare→veg,0.111750207325281,502.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_14,2000.0,Phoenix,0.3535164257417023,1.5020596617337103,1.4985490915690889,2020.0,326.4459553145641,327.9480149762978,321.102385386932,321.4559018126737,13.0,17.0,76.0,L5,L8,326.4459553145641,327.9445044061332,bare→crop,0.0043982474141488,503.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_15,2000.0,Phoenix,-3.1098669903383893,-3.8043520296598103,-3.8043520296598103,2020.0,324.72583830204735,320.92148627238754,320.53128014925767,317.4214131589193,13.0,17.0,89.0,L5,L8,324.72583830204735,320.92148627238754,bare→wat,0.0051505792086742,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_16,2000.0,Phoenix,3.9869726610774023,3.2064638458003856,3.2062420304221178,2020.0,325.0169017881511,328.22336563395146,320.78462367366626,324.77159633474366,13.0,17.0,1006156.0,L5,L8,325.0169017881511,328.2231438185732,imp→imp,58.227934542504144,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_17,2000.0,Phoenix,4.300245962224551,2.1385458545173037,2.13690856272342,2020.0,327.5816972316957,329.72024308621303,322.51251564652335,326.8127616087479,13.0,17.0,499247.0,L5,L8,327.5816972316957,329.71860579441915,veg→veg,28.89226087857307,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_18,2000.0,Phoenix,3.774341862509118,4.764889316548874,4.764763587562584,2020.0,321.1904606859755,325.95535000252437,314.5216159546407,318.2959578171498,13.0,17.0,29917.0,L5,L8,321.1904606859755,325.9552242735381,crop→crop,1.7313469459090802,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_19,2000.0,Phoenix,5.850186623057937,6.601912963556117,6.601119486472157,2020.0,314.06567467317075,320.66758763672686,311.4143814292294,317.26456805228736,13.0,17.0,592.0,L5,L8,314.06567467317075,320.6667941596429,wat→wat,0.0342600324891591,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000035_20,2000.0,Phoenix,4.225630084154773,2.97400706282599,2.9734657651698058,2020.0,327.25514734743587,330.22915441026186,322.3560638354442,326.581693919599,13.0,17.0,5008.0,L5,L8,327.25514734743587,330.2286131126057,bare→bare,0.2898213559218061,505.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_0,2000.0,Montreal,4.296264953400737,8.681228173450393,8.677324927792256,2020.0,303.7443171453273,312.42554531877767,301.81433172926126,306.110596682662,7.0,16.0,10559.0,L5,L8,303.7443171453273,312.42164207311953,veg→imp,1.5166052402524468,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_1,2000.0,Montreal,3.5960247546017854,9.568914589800611,9.567404331230534,2020.0,301.76507185487236,311.333986444673,299.99845115178914,303.5944759063909,7.0,16.0,898.0,L5,L8,301.76507185487236,311.3324761861029,veg→crop,0.1289811067096029,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_2,2000.0,Montreal,2.300988545738562,5.422855021959947,5.418642028644683,2020.0,297.4772419901644,302.9000970121243,296.75125860478016,299.0522471505187,7.0,16.0,375.0,L5,L8,297.4772419901644,302.89588401880906,veg→wat,0.0538618207306248,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_3,2000.0,Montreal,2.2667592525138502,5.8921137712781615,5.889947353843581,2020.0,297.235093121541,303.1272068928192,296.44434676175916,298.711106014273,7.0,16.0,3.0,L5,L8,297.235093121541,303.1250404753846,veg→bare,0.0004308945658449986,205.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_4,2000.0,Montreal,6.200476985651619,12.012191894980733,12.00908037178374,2020.0,301.50347619413003,313.51566808911076,300.03848122129403,306.23895820694565,7.0,16.0,2128.0,L5,L8,301.50347619413003,313.51255656591377,crop→imp,0.3056478787060523,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_5,2000.0,Montreal,3.2639057829033504,8.64213346742082,8.640010209070851,2020.0,300.0408837979419,308.6830172653627,298.81888041797805,302.0827862008814,7.0,16.0,1031.0,L5,L8,300.0408837979419,308.68089400701274,crop→veg,0.1480840991287312,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_6,2000.0,Montreal,2.9859215814911977,8.738833429664965,8.738252992136381,2020.0,303.35895230736287,312.09778573702783,302.76134343536063,305.7472650168518,7.0,16.0,6.0,L5,L8,303.35895230736287,312.09720529949925,crop→wat,0.0008617891316899972,304.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_7,2000.0,Montreal,3.644215432591864,7.144245849160313,7.134913494534487,2020.0,300.9722804418121,308.1165262909724,299.7824282673377,303.42664369992957,7.0,16.0,6339.0,L5,L8,300.9722804418121,308.10719393634656,wat→imp,0.910480217630482,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_8,2000.0,Montreal,3.248280355307372,6.964573965683144,6.959903850275907,2020.0,297.36225250780154,304.3268264734847,296.7633877975469,300.01166815285427,7.0,16.0,236.0,L5,L8,297.36225250780154,304.32215635807745,wat→veg,0.0338970391798065,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_9,2000.0,Montreal,6.629265611951496,17.441939038704675,17.441939038704675,2020.0,299.6848967563968,317.1268357951015,299.6103743474342,306.23963995938567,7.0,16.0,25.0,L5,L8,299.6848967563968,317.1268357951015,wat→bare,0.0035907880487083,405.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_10,2000.0,Montreal,3.968850764938906,7.669252084796938,7.667363876460115,2020.0,304.21735459978805,311.886606684585,301.4696168033167,305.4384675682556,7.0,16.0,18.0,L5,L8,304.21735459978805,311.88471847624817,bare→imp,0.0025853673950699,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_11,2000.0,Montreal,3.026536709349955,7.06277930924432,7.053242965320123,2020.0,298.6008442180525,305.6636235272968,298.45011206809244,301.4766487774424,7.0,16.0,5.0,L5,L8,298.6008442180525,305.6540871833726,bare→wat,0.0007181576097416644,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_12,2000.0,Montreal,2.9920811267038516,8.204331197218153,8.201620667147381,2020.0,307.29597263455923,315.5003038317774,304.7346536658692,307.72673479257304,7.0,16.0,507205.0,L5,L8,307.29597263455923,315.4975933017066,imp→imp,72.85062608980417,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_13,2000.0,Montreal,3.252687621912969,8.287958665777921,8.286267466986601,2020.0,298.09867571916084,306.38663438493876,297.39600119436983,300.6486888162828,7.0,16.0,31925.0,L5,L8,298.09867571916084,306.38494318614744,veg→veg,4.585436338200527,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_14,2000.0,Montreal,3.4958835702004194,9.350443021349122,9.34927137248269,2020.0,301.17077290771886,310.521215929068,300.1034138530482,303.59929742324863,7.0,16.0,13146.0,L5,L8,301.17077290771886,310.52004428020155,crop→crop,1.888179987532784,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_15,2000.0,Montreal,2.8822873818844528,4.379183495528764,4.338140008574442,2020.0,294.39984772213336,298.7790312176621,293.28413592765514,296.1664233095396,7.0,16.0,60760.0,L5,L8,294.39984772213336,298.7379877307078,wat→wat,8.727051273580704,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000036_16,2000.0,Montreal,2.9292376280819212,5.117260352562255,5.104396849020247,2020.0,295.6883908548239,300.8056512073862,294.7621089888935,297.6913466169754,7.0,16.0,61567.0,L5,L8,295.6883908548239,300.79278770384417,bare→bare,8.84296191179301,505.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_0,2000.0,Birmingham,4.3033191394208075,2.701033603258111,2.701033603258111,2020.0,306.7105096134858,309.4115432167439,301.7988341790111,306.10215331843193,10.0,14.0,24824.0,L5,L8,306.7105096134858,309.4115432167439,veg→imp,5.103754828973636,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_1,2000.0,Birmingham,3.3737805985741147,2.1868865927543197,2.1868865927543197,2020.0,304.13394561870865,306.32083221146297,300.5138295219431,303.8876101205172,10.0,14.0,417.0,L5,L8,304.13394561870865,306.32083221146297,veg→crop,0.0857341993104256,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_2,2000.0,Birmingham,4.350587951752857,2.538353790778558,2.538353790778558,2020.0,300.6837074896521,303.22206128043064,296.6339793650711,300.984567316824,10.0,14.0,34.0,L5,L8,300.6837074896521,303.22206128043064,veg→wat,0.0069903184090035,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_3,2000.0,Birmingham,1.2077339673037386,-2.1283920486087027,-2.1283920486087027,2020.0,306.21237746915506,304.08398542054636,300.94512146749287,302.1528554347966,10.0,14.0,4.0,L5,L8,306.21237746915506,304.08398542054636,veg→bare,0.0008223904010592388,205.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_4,2000.0,Birmingham,3.574102348598956,3.178696350825817,3.178696350825817,2020.0,302.78089219304707,305.9595885438729,299.7861906078205,303.36029295641947,10.0,14.0,3446.0,L5,L8,302.78089219304707,305.9595885438729,crop→imp,0.7084893305125343,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_5,2000.0,Birmingham,2.898812778296815,1.3261677864974215,1.3261677864974215,2020.0,304.27183631093754,305.59800409743497,299.97623645133075,302.87504922962756,10.0,14.0,413.0,L5,L8,304.27183631093754,305.59800409743497,crop→veg,0.0849118089093664,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_6,2000.0,Birmingham,4.083111541394146,2.4815671856101744,2.4815671856101744,2020.0,307.4926571170742,309.9742243026844,302.4485763089429,306.53168785033705,10.0,14.0,2136.0,L5,L8,307.4926571170742,309.9742243026844,wat→imp,0.4391564741656335,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_7,2000.0,Birmingham,2.8687487853711104,1.9367528040999105,1.9367528040999105,2020.0,301.40171131496487,303.3384641190648,297.4632208738716,300.3319696592427,10.0,14.0,131.0,L5,L8,301.40171131496487,303.3384641190648,wat→veg,0.02693328563469,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_8,2000.0,Birmingham,0.9529619871285604,-0.3787613354565451,-0.3787613354565451,2020.0,304.83965314616637,304.4608918107098,299.25273038730694,300.2056923744355,10.0,14.0,12.0,L5,L8,304.83965314616637,304.4608918107098,wat→crop,0.0024671712031777,403.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_9,2000.0,Birmingham,3.169600084610863,2.0918728260382977,2.0918728260382977,2020.0,300.4867469620763,302.5786197881146,296.877749714077,300.0473497986879,10.0,14.0,6.0,L5,L8,300.4867469620763,302.5786197881146,wat→bare,0.0012335856015888,405.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_10,2000.0,Birmingham,8.923349123104572,5.522952775829538,5.522952775829538,2020.0,305.124437859392,310.64739063522154,298.67614032302265,307.5994894461272,10.0,14.0,6.0,L5,L8,305.124437859392,310.64739063522154,bare→imp,0.0012335856015888,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_11,2000.0,Birmingham,3.6972817398719826,2.7403519882535647,2.7403519882535647,2020.0,298.2176678379166,300.9580198261702,294.59749483069925,298.29477657057123,10.0,14.0,13.0,L5,L8,298.2176678379166,300.9580198261702,bare→wat,0.0026727688034425,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_12,2000.0,Birmingham,5.268228305088655,3.1132501108167503,3.1132501108167503,2020.0,307.78521051209947,310.8984606229162,302.17865844864053,307.4468867537292,10.0,14.0,422095.0,L5,L8,307.78521051209947,310.8984606229162,imp→imp,86.78171908377486,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_13,2000.0,Birmingham,3.562483887363328,2.6891282701393493,2.6891282701393493,2020.0,302.7937095352385,305.48283780537787,299.010497826934,302.5729817142973,10.0,14.0,18333.0,L5,L8,302.7937095352385,305.48283780537787,veg→veg,3.769220805654757,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_14,2000.0,Birmingham,2.91987297605192,2.9648254336830746,2.9648254336830746,2020.0,302.1264000163873,305.0912254500704,299.2341934481735,302.15406642422545,10.0,14.0,12251.0,L5,L8,302.1264000163873,305.0912254500704,crop→crop,2.518776200844184,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000039_15,2000.0,Birmingham,3.827734931486816,2.59279841362428,2.59279841362428,2020.0,297.9056846711372,300.49848308476146,294.51569112048554,298.34342605197236,10.0,14.0,2266.0,L5,L8,297.9056846711372,300.49848308476146,wat→wat,0.4658841622000588,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_0,2000.0,Manchester,-3.244490281680612,-3.071133955429559,-3.071133955429559,2020.0,298.4345676065795,295.36343365114993,298.3972486779583,295.1527583962777,3.0,9.0,12922.0,L5,L8,298.4345676065795,295.36343365114993,veg→imp,6.01403678606002,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_1,2000.0,Manchester,-9.971751749635756,-9.965721272572807,-9.965721272572807,2020.0,296.8072541535889,286.84153288101606,296.8072541535889,286.8355024039531,3.0,9.0,43.0,L5,L8,296.8072541535889,286.84153288101606,veg→crop,0.020012659170452,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_2,2000.0,Manchester,-10.36100262925828,-10.356365575362986,-10.356365575362986,2020.0,294.67729429973326,284.3209287243703,294.67729429973326,284.316291670475,3.0,9.0,46.0,L5,L8,294.67729429973326,284.3209287243703,veg→wat,0.0214088912055998,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_3,2000.0,Manchester,-1.823214753055197,-1.823214753055197,-1.823214753055197,2020.0,296.21756558162895,294.39435082857375,296.21756558162895,294.39435082857375,3.0,9.0,123.0,L5,L8,296.21756558162895,294.39435082857375,crop→imp,0.0572455134410603,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_4,2000.0,Manchester,1.4107047522158496,1.4109638149985244,1.4109638149985244,2020.0,297.4200279983261,298.8309918133246,297.4200279983261,298.8307327505419,3.0,9.0,115.0,L5,L8,297.4200279983261,298.8309918133246,crop→veg,0.0535222280139995,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_5,2000.0,Manchester,-1.7485793888402554,-1.6057312329272122,-1.6057312329272122,2020.0,297.8217581822272,296.2160269493,297.8028962653245,296.0543168764842,3.0,9.0,2668.0,L5,L8,297.8217581822272,296.2160269493,wat→imp,1.2417156899247896,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_6,2000.0,Manchester,-6.183285310490135,-5.814169821001485,-5.814169821001485,2020.0,292.25480515457633,286.44063533357485,292.25480515457633,286.0715198440862,3.0,9.0,35.0,L5,L8,292.25480515457633,286.44063533357485,wat→veg,0.0162893737433911,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_7,2000.0,Manchester,-4.0037432337926475,-4.001821269594075,-4.001821269594075,2020.0,297.13501723369876,293.1331959641047,297.13501723369876,293.1312739999061,3.0,9.0,16.0,L5,L8,297.13501723369876,293.1331959641047,bare→imp,0.0074465708541216,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_8,2000.0,Manchester,-6.858803530222588,-6.858803530222588,-6.858803530222588,2020.0,291.0958586338668,284.2370551036442,291.0958586338668,284.2370551036442,3.0,9.0,9.0,L5,L8,291.0958586338668,284.2370551036442,bare→wat,0.0041886961054434,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_9,2000.0,Manchester,-4.2997407905857585,-3.9367744092920702,-3.9367744092920702,2020.0,297.3290087820757,293.3922343727836,297.31822181869853,293.0184810281128,3.0,9.0,190590.0,L5,L8,297.3290087820757,293.3922343727836,imp→imp,88.70262119294065,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_10,2000.0,Manchester,-8.116779796388471,-7.866987367110198,-7.866987367110198,2020.0,296.2175807384801,288.3505933713699,296.2175807384801,288.1008009420916,3.0,9.0,7873.0,L5,L8,296.2175807384801,288.3505933713699,veg→veg,3.664178270906248,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003a_11,2000.0,Manchester,-9.854512225982546,-9.847604699421368,-9.847604699421368,2020.0,293.7410955612546,283.89349086183324,293.7410955612546,283.88658333527206,3.0,9.0,424.0,L5,L8,293.7410955612546,283.89349086183324,wat→wat,0.1973341276342244,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_0,2000.0,Milan,-0.6277768869742886,-0.0416860385956852,-0.2049214962257224,2020.0,305.7785469106627,305.73686087206704,303.9882609511417,303.3604840641674,10.0,23.0,4272.0,L5,L8,305.7785469106627,305.573625414437,veg→imp,1.485262111213868,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_1,2000.0,Milan,-0.7431435654740994,0.2920920023579469,0.0661125589270454,2020.0,305.06788700362284,305.3599790059808,302.83235804856514,302.08921448309104,10.0,23.0,958.0,L5,L8,305.06788700362284,305.1339995625499,veg→crop,0.3330714191345706,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_2,2000.0,Milan,-1.4588521469163993,-0.2700789601141764,-0.4392574639592226,2020.0,302.9161503648209,302.64607140470673,301.68190040451054,300.22304825759414,10.0,23.0,72.0,L5,L8,302.9161503648209,302.4768929008617,veg→wat,0.0250325074923685,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_3,2000.0,Milan,-0.9835203048037896,0.6160071656068453,0.6160071656068453,2020.0,301.839400292791,302.4554074583979,300.9959853393961,300.0124650345923,10.0,23.0,1.0,L5,L8,301.839400292791,302.4554074583979,veg→bare,0.00034767371517178557,205.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_4,2000.0,Milan,-0.3837512996934151,1.0388704907778674,0.6429659140587205,2020.0,304.7974262290149,305.83629671979276,302.55672376603604,302.1729724663426,10.0,23.0,10203.0,L5,L8,304.7974262290149,305.4403921430736,crop→imp,3.5473149158977284,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_5,2000.0,Milan,-2.265537905752012,-2.8912120512187016,-3.042299804841889,2020.0,306.2103499517096,303.3191379004909,303.3453223849106,301.0797844791586,10.0,23.0,803.0,L5,L8,306.2103499517096,303.1680501468677,crop→veg,0.2791819932829438,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_6,2000.0,Milan,-1.176723144864411,0.2550001268626261,0.097177696315498,2020.0,303.07857424439453,303.33357437125716,301.7916572993193,300.6149341544549,10.0,23.0,46.0,L5,L8,303.07857424439453,303.17575194071003,crop→wat,0.0159929908979021,304.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_7,2000.0,Milan,-1.03838569304952,-1.052796240715793,-1.1155881363740718,2020.0,306.17171200292046,305.11891576220467,304.57715573239295,303.53877003934343,10.0,23.0,344.0,L5,L8,306.17171200292046,305.0561238665464,wat→imp,0.1195997580190942,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_8,2000.0,Milan,-0.7906985973752398,0.8525872531063214,0.6354358787664296,2020.0,301.6844711774912,302.53705843059754,300.746840515053,299.95614191767777,10.0,23.0,34.0,L5,L8,301.6844711774912,302.31990705625765,wat→veg,0.0118209063158407,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_9,2000.0,Milan,,,,2020.0,,,,,10.0,23.0,2.0,L5,L8,,,bare→wat,0.0006953474303435711,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_10,2000.0,Milan,-0.9856291508709204,-0.6706736522060623,-0.8591847836719921,2020.0,308.7761883438102,308.1055146916041,306.7598375416599,305.774208390789,10.0,23.0,240265.0,L5,L8,308.7761883438102,307.9170035601382,imp→imp,83.53382517574907,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_11,2000.0,Milan,-1.4724613025789497,-0.9120338745002528,-1.0374815124388874,2020.0,303.8554188899141,302.94338501541387,302.18775320870424,300.7152919061253,10.0,23.0,2804.0,L5,L8,303.8554188899141,302.81793737747523,veg→veg,0.9748770973416868,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_12,2000.0,Milan,-0.6416189729576445,1.6342539083545375,1.0109089503079076,2020.0,304.48743129813045,306.121685206485,302.1345354485663,301.49291647560864,10.0,23.0,26525.0,L5,L8,304.48743129813045,305.49834024843835,crop→crop,9.222045294931611,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003b_13,2000.0,Milan,-0.9706288440551134,0.0324188218626204,-0.0914970507350858,2020.0,301.5961619859074,301.62858080777,300.4973404266076,299.5267115825525,10.0,23.0,1297.0,L5,L8,301.5961619859074,301.5046649351723,wat→wat,0.4509328085778059,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_0,2000.0,Naples,2.3647795021908564,0.1016989510704888,-0.244545629055267,2020.0,311.18379697952,311.2854959305905,305.32950842291604,307.6942879251069,10.0,15.0,1818.0,L5,L8,311.18379697952,310.93925135046476,veg→imp,1.042245931055833,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_1,2000.0,Naples,3.292407793747657,2.0706675092745854,1.4408549639511534,2020.0,316.2809830093251,318.3516505185997,309.7626625191487,313.05507031289636,10.0,15.0,195.0,L5,L8,316.2809830093251,317.72183797327625,veg→crop,0.1117920553112692,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_2,2000.0,Naples,1.5687098907252448,-0.5847626559243508,-0.6605460124379761,2020.0,308.81869469674507,308.2339320408207,304.17419999983827,305.7429098905635,10.0,15.0,5.0,L5,L8,308.81869469674507,308.1581486843071,veg→wat,0.0028664629566992,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_3,2000.0,Naples,3.006755423849711,-0.2931752274710106,-0.4810503869278477,2020.0,319.1810741505511,318.8878989230801,311.4504590142856,314.45721443813534,10.0,15.0,93.0,L5,L8,319.1810741505511,318.7000237636233,crop→imp,0.0533162109946053,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_4,2000.0,Naples,1.1391034075901985,-2.6549484669031926,-3.0748400865893473,2020.0,318.8552622465969,316.2003137796937,310.8910693274838,312.030172735074,10.0,15.0,169.0,L5,L8,318.8552622465969,315.78042216000756,crop→veg,0.0968864479364333,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_5,2000.0,Naples,2.2177784182296136,0.4614455768673338,0.3158581286919002,2020.0,308.6088148756297,309.07026045249705,304.2023994065732,306.4201778248028,10.0,15.0,936.0,L5,L8,308.6088148756297,308.9246730043216,wat→imp,0.5366018654940922,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_6,2000.0,Naples,1.0837171901741272,-0.8765764979838195,-1.2957703784488217,2020.0,307.97460547579533,307.0980289778115,303.04754791215436,304.1312651023285,10.0,15.0,6.0,L5,L8,307.97460547579533,306.6788350973465,wat→veg,0.003439755548039,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_7,2000.0,Naples,1.8154610929117323,-1.190705743519743,-1.3085670536929117,2020.0,307.64086845612644,306.4501627126067,301.955209657093,303.77067075000474,10.0,15.0,1.0,L5,L8,307.64086845612644,306.33230140243353,bare→wat,0.0005732925913398421,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_8,2000.0,Naples,2.667873629051428,2.1282813445745887,1.783421241099461,2020.0,314.73112856739556,316.85940991197015,309.7326643392489,312.40053796830034,10.0,15.0,165366.0,L5,L8,314.73112856739556,316.514549808495,imp→imp,94.80310265950432,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_9,2000.0,Naples,1.4003827389969388,-1.968304782476423,-2.250932704575405,2020.0,311.27187001166743,309.303565229191,304.39256537592695,305.7929481149239,10.0,15.0,4556.0,L5,L8,311.27187001166743,309.020937307092,veg→veg,2.6119210461443205,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_10,2000.0,Naples,3.348707872869909,0.9824815076352706,0.8336757609526444,2020.0,319.2681284636822,320.2506099713175,312.2743065037914,315.62301437666133,10.0,15.0,345.0,L5,L8,319.2681284636822,320.10180422463486,crop→crop,0.1977859440122455,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
0000000000000000003c_11,2000.0,Naples,2.0585086031603055,-0.1120622115836909,-0.3070902243173918,2020.0,306.5734856206935,306.4614234091098,301.7581713495236,303.8166799526839,10.0,15.0,210.0,L5,L8,306.5734856206935,306.2663953963761,wat→wat,0.1203914441813668,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
