system:index,baseline_year,city,delta_LST,delta_max_LST,delta_top10_LST,final_year,max_LST_2000,max_LST_2020,mean_LST_2000,mean_LST_2020,n_images_2000,n_images_2020,n_pixels,sensor_2000,sensor_2020,top10_LST_2000,top10_LST_2020,transition,transition_area_pct,transition_code,.geo,error
00000000000000000058_19,2000.0,Special capital Region of Jakarta,6.138371363240253,4.323964611353404,4.323964611353404,2020.0,296.94810976142134,301.27207437277474,294.4891529259772,300.62752428921743,24.0,30.0,12493.0,L5,L8,296.94810976142134,301.27207437277474,wat→wat,1.0814043974630754,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000058_20,2000.0,Special capital Region of Jakarta,7.740410646298528,5.814682602711343,5.814682602711343,2020.0,295.5349255618505,301.34960816456186,291.9766601730856,299.7170708193841,24.0,30.0,411633.0,L5,L8,295.5349255618505,301.34960816456186,bare→bare,35.63129243103483,505.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_0,2000.0,New York,1.8736454848671544,5.4249120383080935,5.424705285743357,2020.0,305.95049614463136,311.37540818293945,304.8910450961434,306.76469058101054,7.0,15.0,36332.0,L5,L8,305.95049614463136,311.3752014303747,veg→imp,2.434304857621441,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_1,2000.0,New York,1.3670441470392234,4.510460178688163,4.5104246432904915,2020.0,305.02025281260387,309.53071299129203,303.5896999353055,304.9567440823447,7.0,15.0,5334.0,L5,L8,305.02025281260387,309.53067745589436,veg→crop,0.3573869346733668,203.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_2,2000.0,New York,0.578575465431129,2.29991066520563,2.299870547967828,2020.0,301.23331047457026,303.5332211397759,300.0049830378192,300.58355850325034,7.0,15.0,3423.0,L5,L8,301.23331047457026,303.5331810225381,veg→wat,0.2293467336683417,204.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_3,2000.0,New York,0.4573473946128388,2.541852581771934,2.541852581771934,2020.0,302.22029063014577,304.7621432119177,300.99222939931684,301.4495767939297,7.0,15.0,8.0,L5,L8,302.22029063014577,304.7621432119177,veg→bare,0.0005360134003350084,205.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_4,2000.0,New York,2.7786885187121015,6.800902725382343,6.800783944837519,2020.0,304.3616285249963,311.16253125037866,302.9981369661496,305.7768254848617,7.0,15.0,983.0,L5,L8,304.3616285249963,311.16241246983384,crop→imp,0.0658626465661641,301.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_5,2000.0,New York,1.6756042475819868,3.94075683274275,3.940611766144798,2020.0,303.2378901058112,307.1786469385539,301.385456146642,303.061060394224,7.0,15.0,987.0,L5,L8,303.2378901058112,307.178501871956,crop→veg,0.0661306532663316,302.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_6,2000.0,New York,3.317670059808961,4.198074734515615,4.198074734515615,2020.0,300.9919526179155,305.1900273524311,298.2992906834709,301.61696074327983,7.0,15.0,1.0,L5,L8,300.9919526179155,305.1900273524311,crop→wat,6.700167504187605e-05,304.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_7,2000.0,New York,1.9357342319181612,4.887011616986285,4.886705547703514,2020.0,303.9649869848569,308.8519986018432,302.9714436057042,304.9071778376224,7.0,15.0,27913.0,L5,L8,303.9649869848569,308.85169253256043,wat→imp,1.870217755443886,401.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_8,2000.0,New York,3.2226105480076512,5.390568182840241,5.390492198749939,2020.0,300.5616966575443,305.95226484038454,299.27851562599113,302.5011261739988,7.0,15.0,1854.0,L5,L8,300.5616966575443,305.95218885629424,wat→veg,0.1242211055276382,402.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_9,2000.0,New York,0.5214679442826196,2.6658588693189245,2.6658588693189245,2020.0,300.40435598325587,303.0702148525748,299.5457106763898,300.0671786206724,7.0,15.0,12.0,L5,L8,300.40435598325587,303.0702148525748,wat→bare,0.0008040201005025126,405.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_10,2000.0,New York,2.179119102472612,5.410973653524195,5.410973653524195,2020.0,305.21855641266205,310.62953006618625,304.2464180425137,306.4255371449863,7.0,15.0,253.0,L5,L8,305.21855641266205,310.62953006618625,bare→imp,0.0169514237855946,501.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_11,2000.0,New York,-4.428558583568304,-2.495723626788674,-2.495723626788674,2020.0,304.61411916979927,302.1183955430106,303.91595286895586,299.48739428538755,7.0,15.0,102.0,L5,L8,304.61411916979927,302.1183955430106,bare→wat,0.0068341708542713,504.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_12,2000.0,New York,1.5223807288246576,6.1747262737828805,6.174554946802459,2020.0,307.3461466647493,313.5208729385322,306.543740975666,308.0661217044907,7.0,15.0,990556.0,L5,L8,307.3461466647493,313.5207016115518,imp→imp,66.36891122278057,101.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_13,2000.0,New York,1.0441977023743334,4.2543019018229415,4.254235614437221,2020.0,301.8118842357345,306.06618613755745,300.58646513761954,301.6306628399939,7.0,15.0,71540.0,L5,L8,301.8118842357345,306.06611985017173,veg→veg,4.793299832495813,202.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_14,2000.0,New York,1.4141951019640828,5.724655289944508,5.724472352207897,2020.0,303.42432493959194,309.14898022953645,302.24977134170575,303.66396644366984,7.0,15.0,7282.0,L5,L8,303.42432493959194,309.14879729179984,crop→crop,0.4879061976549413,303.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_15,2000.0,New York,0.3104487408176624,2.1552711774159548,2.1552002756762363,2020.0,299.14514422857866,301.3004154059946,297.84136219678555,298.1518109376032,7.0,15.0,47382.0,L5,L8,299.14514422857866,301.3003445042549,wat→wat,3.174673366834171,404.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000000_16,2000.0,New York,0.2954032626316802,1.7940195626201785,1.793990625501408,2020.0,297.0302012373698,298.82422079999,295.622627189266,295.91803045189766,7.0,15.0,298538.0,L5,L8,297.0302012373698,298.8241918628712,bare→bare,20.00254606365159,505.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
00000000000000000011_0,,Mumbai,,,,,,,,,,,,,,,,NO_DATA,,,"{""type"":""MultiPoint"",""coordinates"":[]}",Insufficient LST imagery
00000000000000000012_0,2000.0,Karachi Division,-6.003177542881417,-1.6678134334392212,-1.674825042893815,2020.0,313.24360102123586,311.57578758779664,311.2191842280353,305.2160066851539,24.0,24.0,159907.0,L5,L8,313.2435991331996,311.5687740903058,veg→imp,3.375045721530604,201.0,"{""type"":""MultiPoint"",""coordinates"":[]}",
