system:index,LC_class,LC_percent,city,max_LST,mean_LST,mean_top10_LST,n_images,sensor,year,.geo
0000000000000000001e_1,2,1.142307779446813,Beirut,316.38036747455715,313.41314903562863,316.0790273211371,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_2,3,0.0278425237773788,Beirut,315.12749696773847,312.88928296367675,315.12749696773847,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_3,4,0.9115969843817092,Beirut,308.95837288630753,306.07793423361676,308.95579952867956,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e_4,5,0.8107497254645268,Beirut,313.114216798769,310.6732931567366,313.0503380815013,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,1,99.89055018917648,Santiago,314.54689633371174,309.77842901019744,314.54689633371174,7,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_1,2,0.0611631295778456,Santiago,308.72221280987634,304.79626077642894,308.72221280987634,7,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_2,4,0.0482866812456676,Santiago,303.7392724597698,300.5180464019092,303.7392724597698,7,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0,1,29.357086981580355,Istanbul,309.31959028301463,307.35577086826805,309.31558179458546,26,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_1,2,44.85063990908324,Istanbul,304.4026792938255,302.010449685451,304.4012176055651,26,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_2,3,15.609929695235897,Istanbul,310.81804718381875,308.2684961228055,310.80149831972807,26,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_3,4,2.66800421691035,Istanbul,302.07400397024776,300.65353388461716,302.0736996101885,26,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_4,5,7.514339197190139,Istanbul,299.9046165517661,297.8502791998491,299.90357758088487,26,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_0,1,54.81440407349923,Tokyo,317.58009937244924,315.2197664094515,317.58009937244924,13,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_1,2,28.518431046389964,Tokyo,306.11664090496834,303.3218307629581,306.11664090496834,13,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_2,3,0.0140865356623724,Tokyo,316.9650951780581,314.4938647137254,316.9650951780581,13,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_3,4,1.366077172209338,Tokyo,310.806063035922,308.5297211812346,310.806063035922,13,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e_4,5,15.2870011722391,Tokyo,304.8700098471213,302.42586005535725,304.8700098471213,13,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_0,1,52.70739187044581,Algiers,314.18456764189284,311.25963676507337,314.17894949593335,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_1,2,9.105824906642644,Algiers,312.6802304426035,309.2570627733662,312.67859531451614,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_2,3,37.46656921098272,Algiers,315.34172733961793,312.0383257705802,315.3377851401577,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_3,4,0.3972208352534182,Algiers,304.90092478376704,302.73958736750023,304.90092478376704,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016_4,5,0.3229931766754122,Algiers,306.8037324315679,304.6523418826251,306.8018067753627,14,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_0,1,51.79533333884691,Moscow,313.3963365130359,305.65496640706044,313.38294443709333,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_1,2,40.480711978397814,Moscow,308.146105959433,300.5662583956763,308.1410829836185,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_2,3,6.366136928539041,Moscow,314.2315386825719,304.2665334705318,314.22331667215616,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_3,4,1.354609428370822,Moscow,306.0991046486469,300.1332984812859,306.09728328559254,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b_4,5,0.0032083258453991,Moscow,308.78347862332623,301.9260483864954,308.76636024068586,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_0,1,23.711220794405932,Beijing,308.5202079423443,305.7313649979112,308.50691634917865,33,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_1,2,60.22207189470124,Beijing,303.7492515336854,300.6441033239904,303.7438116626879,33,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_2,3,14.735596107356647,Beijing,307.488339256809,303.96113259134114,307.4864383785843,33,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_3,4,1.2986830535456135,Beijing,302.5362493738936,300.53798660766523,302.5360536557823,33,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c_4,5,0.0324281499905618,Beijing,304.6637750974504,302.447279036908,304.66355831958083,33,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_0,1,48.83343188875412,Shanghai,314.31745608072015,311.82868415926924,314.31745608072015,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_1,2,15.064663988881186,Shanghai,312.78500381343633,310.1324271028383,312.78500381343633,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_2,3,19.356546343191766,Shanghai,311.007344348517,308.83057605133683,311.007344348517,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_3,4,6.655618227786654,Shanghai,310.18740639156,307.9983181091274,310.18740639156,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_4,5,10.089739551386266,Shanghai,307.8330217017428,305.6507620378226,307.8330217017428,22,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_0,1,5.9853503308806495,Amman,322.2666206169035,316.9271811315666,322.2666206169035,8,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_1,2,5.117027158858777,Amman,322.01618392748253,317.8571042224569,322.01618392748253,8,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_2,3,6.476341899077967,Amman,326.40756689499244,321.0439117088831,326.40756689499244,8,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_3,4,0.0069535999380588,Amman,314.70363946832276,311.772150453293,314.70363946832276,8,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d_4,5,82.41432701124455,Amman,327.0307924758462,323.0718915297691,327.0307924758462,8,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_0,1,21.135915387743132,Astana,314.25883922958377,307.3651567713089,314.25883922958377,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_1,2,66.41463308525195,Astana,315.147823438683,308.0087254419014,315.147823438683,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_2,3,6.834702838007485,Astana,316.36862928031934,309.01164023930306,316.36862928031934,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_3,4,5.438558516922722,Astana,298.33881967230946,294.6169697479525,298.33881967230946,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_4,5,0.1761901720747029,Astana,306.3164606018514,300.5221665182666,306.3164606018514,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_0,1,53.478322892003845,Harare,311.18873555049623,302.231025559916,311.1871509001875,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_1,2,38.49357117633033,Harare,312.4388544522363,302.42944122027023,312.4373515268477,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_2,3,7.523702148351785,Harare,314.9684229013064,303.9310278030989,314.9662197545157,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_3,4,0.4992450535594738,Harare,304.45817577917484,299.31342469235335,304.4528911636653,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049_4,5,0.0051587297545668,Harare,310.43456171238415,302.57114878889695,310.4340586778642,17,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_0,1,3.7388222932853687,Kinshasa,304.24124289013565,304.24124289013565,304.24124289013565,3,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_1,2,87.0761184865483,Kinshasa,301.11877172087736,301.10981547634293,301.11877172087736,3,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d_2,3,6.250591747115726,Kinshasa,300.9466610717317,300.9466610717317,300.9466610717317,3,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_0,1,12.696957018516072,Blantyre,315.6500609880511,309.3540621590663,315.6500609880511,15,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_1,2,66.66780392285384,Blantyre,316.483052442703,308.1713119844415,316.48297901230245,15,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_2,3,20.488993978324523,Blantyre,316.88788128194966,309.56294035261834,316.88788128194966,15,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f_3,4,0.1462450803055513,Blantyre,308.9504667008446,303.005813295057,308.9482982663735,15,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_0,1,27.274959075235135,National Capital District,310.8877215610753,301.3189392627748,310.8876812297135,21,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_1,2,56.80491361272075,National Capital District,309.2743142767884,301.6064144201335,309.2742473940997,21,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_2,3,0.1721629947549065,National Capital District,310.0667201913668,301.5980584628732,310.0667201913668,21,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_3,4,1.5523923139047802,National Capital District,305.7172013484942,301.1870844124664,305.71714211585487,21,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056_4,5,14.195572003384424,National Capital District,303.470228502641,298.9248901491522,303.4701458699319,21,L5,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
