city,year,own_area_km2,ghsl_urban_centre_area_km2,area_ratio,perimeter_area_ratio,reliable
Tbilisi,2015,504.64306239141587,104.413727,4.833110328409366,6.675599499547222,true
Tbilisi,2020,504.64306239141587,110.37806575,4.5719505860376595,6.675599499547222,true
Ulaanbaatar,2000,4736.112356214016,128.758073,36.78303228578154,6.964280648210939,true
Ulaanbaatar,2005,4736.112356214016,147.5344655,32.10173528038447,6.964280648210939,true
Ulaanbaatar,2010,4736.112356214016,152.9025675,30.97470783944825,6.964280648210939,true
Ulaanbaatar,2015,4736.112356214016,166.3090155,28.477784815063234,6.964280648210939,true
Ulaanbaatar,2020,4736.112356214016,168.989385,28.02609380591577,6.964280648210939,true
Dar es-Salaam,2000,1635.9005065127146,434.0356725,3.769046210165398,9.669374526344763,true
Dar es-Salaam,2005,1635.9005065127146,501.1225955,3.264471650655622,9.669374526344763,true
Dar es-Salaam,2010,1635.9005065127146,639.21568575,2.559230855846867,9.669374526344763,true
