year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,five_yr_anomaly,five_yr_unc,ten_yr_anomaly,ten_yr_unc,twenty_yr_anomaly,twenty_yr_unc,absolute_temp_C,absolute_temp_K
1802,2,1.269,2.799,0.401,0.716,0.002,0.37,-0.116,0.34,-0.383,0.282,8.991,282.14099999999996
1802,3,1.299,2.517,0.422,0.755,0.007,0.386,-0.115,0.333,-0.393,0.285,9.012,282.162
1802,4,0.58,2.186,0.334,0.647,-0.001,0.394,-0.116,0.325,-0.397,0.287,8.924,282.07399999999996
1802,5,-1.109,1.041,0.282,0.621,0.011,0.394,-0.127,0.319,-0.406,0.286,8.872,282.022
1802,6,0.124,1.387,0.151,0.679,0.023,0.403,-0.133,0.316,-0.416,0.288,8.741,281.89099999999996
1802,7,-0.107,1.011,-0.093,0.694,0.038,0.404,-0.128,0.311,-0.417,0.286,8.497,281.647
1802,8,-0.432,1.417,-0.288,0.621,0.041,0.424,-0.131,0.307,-0.406,0.283,8.302,281.452
1802,9,-0.042,1.675,-0.415,0.665,0.067,0.408,-0.126,0.302,-0.413,0.283,8.175,281.325
1802,10,0.086,1.452,-0.391,0.582,0.051,0.405,-0.125,0.303,-0.414,0.287,8.199,281.349
1802,11,-0.856,1.85,-0.274,0.534,0.061,0.411,-0.113,0.303,-0.416,0.29,8.315999999999999,281.46599999999995
1802,12,-0.522,1.471,-0.261,0.578,0.071,0.408,-0.106,0.308,-0.424,0.29,8.329,281.479
1803,1,-1.392,1.849,-0.231,0.556,0.084,0.406,-0.123,0.317,-0.436,0.287,8.359,281.50899999999996
1803,2,-1.074,2.534,-0.131,0.523,0.109,0.408,-0.132,0.321,-0.446,0.293,8.459,281.609
1803,3,-0.222,3.404,-0.113,0.515,0.123,0.406,-0.151,0.33,-0.459,0.298,8.477,281.62699999999995
1803,4,0.866,1.09,-0.058,0.558,0.092,0.412,-0.156,0.338,-0.462,0.301,8.532,281.68199999999996
1803,5,0.293,1.676,-0.004,0.578,0.066,0.413,-0.17,0.349,-0.461,0.299,8.586,281.736
1803,6,0.291,0.668,-0.023,0.684,0.078,0.423,-0.17,0.354,-0.463,0.298,8.567,281.717
1803,7,0.252,1.171,0.06,0.673,0.069,0.418,-0.173,0.363,-0.464,0.296,8.65,281.79999999999995
1803,8,0.763,1.07,0.038,0.684,0.058,0.41,-0.19,0.372,-0.465,0.298,8.628,281.77799999999996
1803,9,0.172,1.132,-0.035,0.621,0.025,0.405,-0.187,0.377,-0.462,0.3,8.555,281.705
1803,10,0.745,1.991,-0.002,0.618,0.032,0.399,-0.19,0.383,-0.461,0.302,8.588,281.738
1803,11,-0.21,1.54,0.028,0.629,0.02,0.404,-0.204,0.388,-0.457,0.308,8.618,281.768
1803,12,-0.742,2.453,0.016,0.671,0.008,0.4,-0.21,0.387,-0.456,0.313,8.606,281.756
1804,1,-0.397,3.081,0.105,0.708,-0.002,0.414,-0.227,0.391,-0.465,0.314,8.695,281.84499999999997
1804,2,-1.335,2.173,0.054,0.764,0.029,0.412,-0.227,0.396,-0.471,0.318,8.644,281.794
1804,3,-1.105,3.22,0.051,0.788,0.04,0.414,-0.227,0.397,-0.487,0.319,8.641,281.791
1804,4,1.269,1.36,-0.03,0.699,0.008,0.403,-0.231,0.401,-0.494,0.323,8.56,281.71
1804,5,0.646,2.09,0.058,0.655,-0.002,0.418,-0.246,0.404,-0.507,0.322,8.648,281.798
1804,6,0.152,1.393,0.033,0.619,-0.011,0.422,-0.252,0.409,-0.506,0.321,8.623,281.77299999999997
1804,7,1.317,1.32,0.085,0.584,-0.064,0.435,-0.267,0.42,-0.508,0.322,8.675,281.825
1804,8,0.151,1.747,0.153,0.607,-0.082,0.419,-0.272,0.428,-0.511,0.323,8.743,281.893
1804,9,0.138,2.248,0.291,0.538,-0.115,0.413,-0.279,0.439,-0.519,0.322,8.881,282.03099999999995
1804,10,-0.233,1.155,0.171,0.522,-0.147,0.411,-0.287,0.444,-0.525,0.326,8.761,281.911
1804,11,0.856,2.833,0.107,0.523,-0.165,0.41,-0.313,0.457,-0.522,0.334,8.697,281.847
1804,12,-1.051,1.97,0.138,0.539,-0.17,0.425,-0.309,0.46,-0.51,0.345,8.728,281.878
1805,1,0.235,2.258,0.047,0.517,-0.171,0.426,-0.32,0.459,-0.516,0.349,8.637,281.787
1805,2,-0.525,2.378,0.133,0.569,-0.171,0.436,-0.32,0.461,-0.526,0.365,8.722999999999999,281.873
1805,3,0.547,1.497,0.104,0.576,-0.163,0.428,-0.313,0.466,-0.537,0.365,8.693999999999999,281.844
1805,4,-0.165,1.463,-0.027,0.602,-0.17,0.431,-0.332,0.472,-0.549,0.366,8.563,281.71299999999997
1805,5,-0.122,1.603,-0.234,0.602,-0.154,0.431,-0.343,0.479,-0.557,0.362,8.356,281.506
1805,6,0.526,1.064,-0.076,0.628,-0.13,0.434,-0.358,0.489,-0.565,0.362,8.514,281.664
1805,7,0.221,1.193,-0.057,0.655,-0.133,0.442,-0.368,0.498,-0.566,0.368,8.533,281.683
1805,8,1.179,1.245,-0.031,0.68,-0.133,0.433,-0.38,0.502,-0.569,0.371,8.559,281.709
1805,9,-0.208,2.082,-0.118,0.69,-0.147,0.449,-0.39,0.506,-0.567,0.371,8.472,281.62199999999996
1805,10,-1.799,1.512,-0.126,0.656,-0.178,0.459,-0.409,0.501,-0.571,0.369,8.464,281.614
1805,11,-1.631,2.374,-0.081,0.654,-0.215,0.481,-0.425,0.495,-0.578,0.368,8.509,281.659
1805,12,0.842,1.9,-0.214,0.663,-0.223,0.504,-0.433,0.498,-0.59,0.369,8.376,281.52599999999995
1806,1,0.464,2.085,-0.271,0.682,-0.225,0.528,-0.456,0.498,-0.594,0.37,8.318999999999999,281.469
1806,2,-0.209,2.16,-0.314,0.685,-0.253,0.538,-0.486,0.502,-0.612,0.369,8.276,281.426
1806,3,-0.495,1.846,-0.264,0.714,-0.26,0.536,-0.508,0.495,-0.609,0.369,8.326,281.476
1806,4,-0.266,1.152,-0.177,0.711,-0.287,0.551,-0.519,0.495,-0.61,0.368,8.413,281.563
1806,5,0.417,0.935,-0.111,0.697,-0.31,0.565,-0.541,0.502,-0.613,0.368,8.479,281.62899999999996
1806,6,-1.07,1.723,-0.138,0.716,-0.333,0.559,-0.546,0.505,-0.625,0.369,8.452,281.602
1806,7,-0.459,1.423,-0.313,0.744,-0.367,0.589,-0.564,0.514,-0.633,0.371,8.277,281.42699999999996
1806,8,0.663,0.864,-0.283,0.788,-0.382,0.624,-0.559,0.517,-0.642,0.373,8.307,281.457
1806,9,0.388,2.219,-0.299,0.808,-0.396,0.605,-0.57,0.517,-0.649,0.374,8.291,281.441
1806,10,-0.755,1.121,-0.387,0.852,-0.425,0.609,-0.598,0.515,-0.664,0.369,8.203,281.35299999999995
1806,11,-0.837,1.53,-0.602,0.88,-0.466,0.624,-0.617,0.52,-0.67,0.365,7.9879999999999995,281.138
1806,12,0.516,1.588,-0.529,0.849,-0.478,0.626,-0.625,0.516,-0.667,0.367,8.061,281.21099999999996
1807,1,-1.635,2.259,-0.504,0.803,-0.528,0.644,-0.65,0.52,-0.68,0.367,8.086,281.236
1807,2,0.156,2.406,-0.597,0.836,-0.545,0.669,-0.686,0.52,-0.688,0.366,7.993,281.143
1807,3,-0.686,1.914,-0.594,0.738,-0.565,0.698,-0.722,0.523,-0.685,0.366,7.9959999999999996,281.14599999999996
1807,4,-1.332,1.574,-0.556,0.713,-0.574,0.697,-0.738,0.525,-0.68,0.361,8.033999999999999,281.18399999999997
1807,5,-2.154,1.402,-0.476,0.677,-0.638,0.705,-0.744,0.522,-0.684,0.358,8.114,281.26399999999995
1807,6,-0.195,1.313,-0.446,0.679,-0.64,0.69,-0.758,0.526,-0.696,0.356,8.144,281.294
1807,7,-0.166,1.598,-0.438,0.747,-0.677,0.668,-0.758,0.527,-0.702,0.353,8.152,281.30199999999996
1807,8,-0.452,1.596,-0.541,0.82,-0.682,0.66,-0.742,0.529,-0.705,0.35,8.049,281.19899999999996
1807,9,0.427,1.371,-0.575,1.009,-0.694,0.693,-0.756,0.524,-0.72,0.349,8.015,281.16499999999996
1807,10,-0.301,1.029,-0.546,1.032,-0.715,0.706,-0.769,0.529,-0.73,0.35,8.044,281.19399999999996
1807,11,0.121,1.288,-0.528,1.177,-0.748,0.724,-0.774,0.532,-0.73,0.352,8.062,281.212
1807,12,0.877,1.284,-0.528,1.29,-0.786,0.744,-0.788,0.532,-0.741,0.356,8.062,281.212
1808,1,-1.538,3.391,-0.502,1.434,-0.82,0.768,-0.808,0.527,-0.746,0.358,8.088,281.238
1808,2,-1.073,1.923,-0.539,1.491,-0.868,0.778,-0.808,0.519,-0.753,0.359,8.051,281.20099999999996
1808,3,-1.097,3.978,-0.596,1.403,-0.903,0.797,-0.832,0.524,-0.754,0.363,7.994,281.144
1808,4,-0.982,1.662,-0.645,1.507,-0.91,0.787,-0.841,0.524,-0.745,0.368,7.945,281.09499999999997
1808,5,-1.937,1.906,-0.785,1.607,-0.915,0.764,-0.842,0.522,-0.742,0.371,7.805,280.955
1808,6,-0.194,2.366,-1.039,1.598,-0.945,0.776,-0.848,0.524,-0.738,0.37,7.551,280.70099999999996
1808,7,0.137,2.503,-1.11,1.489,-0.982,0.775,-0.851,0.525,-0.744,0.37,7.4799999999999995,280.63
1808,8,-0.887,1.318,-1.21,1.602,-1.029,0.78,-0.865,0.528,-0.752,0.369,7.38,280.53
1808,9,-0.267,1.757,-1.281,1.346,-1.041,0.754,-0.865,0.526,-0.756,0.37,7.309,280.459
1808,10,-0.885,2.09,-1.237,1.308,-1.071,0.75,-0.877,0.524,-0.764,0.369,7.353,280.503
1808,11,-1.56,2.16,-1.229,1.245,-1.103,0.762,-0.869,0.527,-0.765,0.376,7.361,280.51099999999997
1808,12,-2.169,1.448,-1.258,1.084,-1.1,0.764,-0.875,0.526,-0.763,0.376,7.332,280.48199999999997
1809,1,-2.385,2.128,-1.408,1.062,-1.127,0.767,-0.879,0.527,-0.767,0.376,7.182,280.332
1809,2,-2.275,3.037,-1.406,1.094,-1.146,0.774,-0.881,0.528,-0.761,0.376,7.184,280.334
1809,3,-1.95,2.123,-1.476,1.153,-1.18,0.777,-0.894,0.528,-0.764,0.371,7.114,280.26399999999995
1809,4,-0.458,1.774,-1.464,1.054,-1.204,0.781,-0.914,0.529,-0.77,0.369,7.1259999999999994,280.27599999999995
1809,5,-1.838,1.123,-1.582,1.086,-1.231,0.782,-0.936,0.527,-0.773,0.37,7.008,280.15799999999996
1809,6,-0.543,1.464,-1.498,1.02,-1.239,0.791,-0.944,0.528,-0.778,0.377,7.092,280.24199999999996
1809,7,-1.664,2.158,-1.469,0.94,-1.236,0.797,-0.97,0.529,-0.783,0.381,7.1209999999999996,280.27099999999996
1809,8,-0.862,1.588,-1.345,0.937,-1.289,0.811,-0.981,0.529,-0.788,0.385,7.245,280.395
1809,9,-1.107,1.507,-1.198,1.02,-1.328,0.826,-0.995,0.531,-0.79,0.387,7.3919999999999995,280.542
1809,10,-0.743,3.42,-1.28,1.133,-1.329,0.835,-1.007,0.536,-0.794,0.389,7.31,280.46
1809,11,-2.969,2.911,-1.299,1.175,-1.323,0.836,-1.008,0.546,-0.798,0.392,7.291,280.441
1809,12,-1.171,2.571,-1.403,1.18,-1.347,0.83,-0.978,0.559,-0.799,0.392,7.186999999999999,280.337
1810,1,-2.027,3.187,-1.416,1.21,-1.344,0.822,-0.987,0.554,-0.807,0.392,7.1739999999999995,280.32399999999996
1810,2,-0.795,3.956,-1.482,1.169,-1.313,0.806,-0.99,0.57,-0.807,0.398,7.108,280.258
1810,3,-0.182,3.019,-1.582,1.166,-1.349,0.789,-1.008,0.562,-0.806,0.393,7.008,280.15799999999996
1810,4,-1.441,1.363,-1.708,1.078,-1.369,0.796,-1.021,0.566,-0.805,0.393,6.882,280.032
1810,5,-2.067,1.582,-1.623,1.102,-1.395,0.805,-1.031,0.565,-0.801,0.394,6.967,280.11699999999996
1810,6,-1.797,1.905,-1.602,1.094,-1.445,0.802,-1.055,0.568,-0.802,0.395,6.9879999999999995,280.138
1810,7,-1.811,1.942,-1.579,1.048,-1.484,0.757,-1.058,0.575,-0.802,0.396,7.011,280.161
1810,8,-1.66,1.361,-1.766,1.013,-1.483,0.749,-1.073,0.582,-0.807,0.396,6.824,279.974
1810,9,-2.308,1.31,-1.852,0.984,-1.517,0.741,-1.079,0.578,-0.806,0.396,6.7379999999999995,279.888
1810,10,-2.252,1.567,-1.904,0.963,-1.504,0.733,-1.081,0.577,-0.814,0.398,6.686,279.83599999999996
1810,11,-1.948,2.674,-1.855,0.955,-1.469,0.698,-1.084,0.573,-0.82,0.394,6.734999999999999,279.885
1810,12,-0.922,2.953,-1.783,0.954,-1.473,0.682,-1.111,0.581,-0.829,0.397,6.807,279.957
1811,1,-1.754,1.848,-1.806,0.952,-1.477,0.669,-1.114,0.571,-0.832,0.396,6.784,279.93399999999997
1811,2,-3.03,2.268,-1.706,0.947,-1.477,0.662,-1.144,0.567,-0.831,0.388,6.884,280.034
1811,3,-1.218,4.07,-1.653,0.971,-1.47,0.653,-1.152,0.559,-0.836,0.385,6.936999999999999,280.087
1811,4,-2.064,1.213,-1.645,0.916,-1.467,0.64,-1.156,0.556,-0.835,0.383,6.945,280.09499999999997
1811,5,-1.484,1.42,-1.691,0.869,-1.429,0.627,-1.164,0.555,-0.84,0.384,6.899,280.049
1811,6,-0.933,1.229,-1.607,0.803,-1.416,0.644,-1.171,0.55,-0.844,0.385,6.983,280.133
1811,7,-2.08,1.787,-1.585,0.786,-1.392,0.664,-1.186,0.546,-0.851,0.388,7.005,280.155
1811,8,-0.468,1.421,-1.583,0.837,-1.379,0.638,-1.202,0.545,-0.85,0.388,7.007,280.157
1811,9,-1.671,1.931,-1.735,0.876,-1.391,0.649,-1.22,0.541,-0.857,0.387,6.8549999999999995,280.005
1811,10,-2.149,2.736,-1.679,1.041,-1.404,0.671,-1.245,0.529,-0.867,0.382,6.911,280.061
1811,11,-2.507,1.609,-1.704,0.996,-1.406,0.665,-1.255,0.521,-0.87,0.382,6.886,280.036
1811,12,0.093,1.947,-1.763,1.007,-1.409,0.655,-1.273,0.529,-0.879,0.381,6.827,279.977
1812,1,-1.488,3.462,-1.59,1.037,-1.412,0.661,-1.266,0.523,-0.887,0.38,7.0,280.15
1812,2,-3.016,2.938,-1.431,1.08,-1.416,0.642,-1.26,0.528,-0.888,0.374,7.159,280.30899999999997
1812,3,-3.035,2.633,-1.438,1.015,-1.424,0.643,-1.256,0.535,-0.885,0.369,7.152,280.30199999999996
1812,4,-1.395,3.383,-1.382,0.901,-1.44,0.619,-1.244,0.531,-0.888,0.365,7.208,280.358
1812,5,-1.78,1.221,-1.295,1.025,-1.378,0.644,-1.241,0.531,-0.886,0.363,7.295,280.445
1812,6,-1.645,1.237,-1.479,1.06,-1.316,0.656,-1.26,0.524,-0.888,0.364,7.111,280.26099999999997
1812,7,-0.007,1.571,-1.677,0.742,-1.296,0.64,-1.277,0.515,-0.89,0.363,6.913,280.063
1812,8,1.44,1.321,-1.509,0.745,-1.299,0.627,-1.279,0.507,-0.891,0.362,7.0809999999999995,280.231
1812,9,-1.748,2.62,-1.518,0.8,-1.322,0.614,-1.314,0.502,-0.898,0.357,7.072,280.222
1812,10,-1.477,1.401,-1.418,0.766,-1.327,0.602,-1.335,0.5,-0.905,0.355,7.172,280.322
1812,11,-1.467,2.923,-1.257,0.778,-1.315,0.594,-1.346,0.501,-0.908,0.355,7.333,280.483
1812,12,-2.115,1.951,-1.158,0.742,-1.325,0.595,-1.376,0.5,-0.917,0.353,7.432,280.582
1813,1,-3.863,2.878,-1.165,0.725,-1.296,0.592,-1.369,0.484,-0.915,0.352,7.425,280.575
1813,2,-0.999,2.383,-1.358,0.668,-1.279,0.6,-1.374,0.481,-0.915,0.347,7.231999999999999,280.38199999999995
1813,3,-3.149,2.129,-1.202,0.63,-1.256,0.596,-1.358,0.486,-0.916,0.341,7.388,280.53799999999995
1813,4,-0.189,2.03,-1.137,0.667,-1.251,0.586,-1.333,0.497,-0.922,0.338,7.452999999999999,280.60299999999995
1813,5,0.146,3.224,-0.956,0.669,-1.253,0.576,-1.314,0.491,-0.927,0.338,7.634,280.784
1813,6,-0.45,1.694,-0.896,0.727,-1.278,0.548,-1.307,0.494,-0.928,0.338,7.694,280.844
1813,7,-0.095,0.916,-0.65,0.906,-1.247,0.545,-1.314,0.492,-0.929,0.34,7.9399999999999995,281.09
1813,8,-0.879,1.016,-0.692,0.772,-1.259,0.548,-1.313,0.486,-0.936,0.341,7.898,281.048
1813,9,0.123,1.696,-0.653,0.717,-1.262,0.518,-1.326,0.486,-0.944,0.34,7.936999999999999,281.087
1813,10,-0.688,2.494,-0.739,0.781,-1.241,0.513,-1.339,0.479,-0.954,0.336,7.851,281.001
1813,11,0.706,1.452,-0.916,0.897,-1.226,0.503,-1.327,0.484,-0.959,0.336,7.6739999999999995,280.82399999999996
1813,12,-1.401,3.001,-0.94,0.828,-1.241,0.505,-1.316,0.486,-0.961,0.334,7.65,280.79999999999995
1814,1,-0.912,4.073,-1.083,0.882,-1.244,0.5,-1.307,0.488,-0.959,0.331,7.507,280.657
1814,2,-1.503,1.893,-1.104,0.783,-1.257,0.498,-1.295,0.48,-0.955,0.328,7.486,280.63599999999997
1814,3,-2.679,2.144,-1.244,0.893,-1.26,0.506,-1.301,0.472,-0.951,0.328,7.346,280.496
1814,4,-1.217,1.708,-1.327,0.788,-1.287,0.463,-1.308,0.478,-0.956,0.329,7.263,280.41299999999995
1814,5,-1.976,1.235,-1.326,0.907,-1.278,0.442,-1.3,0.475,-0.959,0.327,7.263999999999999,280.414
1814,6,-0.742,0.964,-0.998,0.968,-1.307,0.452,-1.303,0.474,-0.96,0.326,7.592,280.74199999999996
1814,7,-1.807,1.356,-0.987,0.901,-1.296,0.432,-1.3,0.477,-0.965,0.327,7.603,280.753
1814,8,-1.132,1.336,-0.944,1.061,-1.232,0.433,-1.304,0.474,-0.969,0.325,7.646,280.796
1814,9,-1.556,1.221,-0.853,0.917,-1.183,0.45,-1.301,0.476,-0.972,0.324,7.737,280.887
1814,10,-1.687,1.629,-0.894,0.885,-1.159,0.447,-1.3,0.466,-0.977,0.32,7.696,280.846
1814,11,0.712,3.29,-0.844,0.903,-1.16,0.448,-1.283,0.469,-0.984,0.319,7.7459999999999996,280.89599999999996
1814,12,2.538,3.406,-0.979,0.899,-1.173,0.44,-1.29,0.46,-0.976,0.315,7.611,280.76099999999997
1815,1,-0.782,2.045,-0.834,0.962,-1.21,0.433,-1.294,0.454,-0.977,0.313,7.756,280.90599999999995
1815,2,-0.986,3.427,-0.794,1.029,-1.244,0.429,-1.294,0.443,-0.976,0.312,7.795999999999999,280.94599999999997
1815,3,-1.58,2.754,-0.744,1.012,-1.278,0.43,-1.298,0.439,-0.98,0.315,7.846,280.996
1815,4,-1.716,1.463,-0.766,0.928,-1.301,0.415,-1.277,0.436,-0.977,0.316,7.824,280.974
1815,5,-1.376,1.504,-0.996,0.802,-1.296,0.424,-1.258,0.434,-0.978,0.314,7.593999999999999,280.74399999999997
1815,6,-2.358,1.18,-1.409,0.743,-1.307,0.434,-1.245,0.434,-0.98,0.314,7.181,280.33099999999996
1815,7,-0.07,2.139,-1.335,0.815,-1.254,0.43,-1.236,0.433,-0.985,0.315,7.255,280.405
1815,8,-0.65,1.25,-1.564,0.832,-1.266,0.436,-1.235,0.429,-0.993,0.316,7.026,280.176
1815,9,-0.955,1.156,-1.552,0.856,-1.198,0.433,-1.223,0.426,-0.997,0.316,7.038,280.188
1815,10,-1.955,2.022,-1.473,0.932,-1.163,0.446,-1.218,0.425,-0.994,0.315,7.117,280.267
1815,11,-2.043,1.802,-1.41,0.991,-1.159,0.464,-1.215,0.417,-0.989,0.31,7.18,280.33
1815,12,-2.418,2.143,-1.366,1.018,-1.14,0.486,-1.225,0.407,-0.996,0.312,7.224,280.37399999999997
1816,1,0.098,3.707,-1.549,1.003,-1.152,0.489,-1.208,0.409,-1.001,0.312,7.041,280.191
1816,2,-3.733,3.297,-1.6,1.026,-1.149,0.487,-1.176,0.404,-1.006,0.312,6.99,280.14
1816,3,-1.439,2.548,-1.67,1.007,-1.182,0.491,-1.165,0.388,-1.007,0.311,6.92,280.07
1816,4,-0.763,2.328,-1.824,0.916,-1.21,0.494,-1.151,0.383,-1.007,0.312,6.766,279.916
1816,5,-0.616,1.562,-1.816,0.775,-1.224,0.518,-1.14,0.378,-1.006,0.313,6.774,279.924
1816,6,-1.833,1.301,-1.752,0.77,-1.216,0.508,-1.143,0.376,-1.002,0.309,6.838,279.988
1816,7,-2.271,1.43,-1.831,0.796,-1.222,0.523,-1.137,0.376,-1.001,0.307,6.759,279.909
1816,8,-1.262,1.138,-1.448,0.762,-1.212,0.535,-1.141,0.377,-1.007,0.306,7.1419999999999995,280.292
1816,9,-1.793,0.985,-1.34,0.794,-1.21,0.499,-1.144,0.379,-1.013,0.303,7.25,280.4
1816,10,-3.804,3.651,-1.274,0.776,-1.213,0.503,-1.136,0.37,-1.012,0.301,7.316,280.46599999999995
1816,11,-1.944,4.079,-1.371,0.786,-1.194,0.505,-1.123,0.366,-1.007,0.3,7.218999999999999,280.36899999999997
1816,12,-1.653,2.113,-1.421,0.765,-1.196,0.508,-1.133,0.366,-1.005,0.303,7.169,280.31899999999996
1817,1,-0.844,3.448,-1.418,0.823,-1.188,0.509,-1.123,0.36,-0.994,0.302,7.172,280.322
1817,2,0.857,2.517,-1.366,0.823,-1.191,0.508,-1.09,0.355,-0.993,0.303,7.224,280.37399999999997
1817,3,-0.144,1.879,-1.53,0.891,-1.178,0.516,-1.048,0.358,-0.988,0.303,7.06,280.21
1817,4,0.038,1.55,-1.453,0.811,-1.161,0.508,-1.039,0.36,-0.979,0.306,7.137,280.287
1817,5,-1.788,1.376,-1.388,0.823,-1.188,0.507,-1.028,0.359,-0.968,0.307,7.202,280.352
1817,6,-2.434,1.448,-1.48,0.847,-1.264,0.507,-1.018,0.354,-0.967,0.306,7.109999999999999,280.26
1817,7,-2.224,0.949,-1.465,0.823,-1.293,0.493,-1.023,0.352,-0.966,0.302,7.125,280.275
1817,8,-0.645,1.231,-1.682,0.864,-1.288,0.495,-1.041,0.351,-0.965,0.296,6.9079999999999995,280.058
1817,9,-3.754,1.316,-1.594,0.856,-1.273,0.478,-1.04,0.346,-0.971,0.294,6.9959999999999996,280.14599999999996
1817,10,-2.89,1.844,-1.436,0.857,-1.228,0.475,-1.04,0.338,-0.972,0.295,7.154,280.304
1817,11,-1.16,1.844,-1.256,0.826,-1.201,0.473,-1.041,0.333,-0.973,0.295,7.334,280.484
1817,12,-2.76,2.47,-0.996,0.877,-1.166,0.469,-1.047,0.329,-0.979,0.294,7.593999999999999,280.74399999999997
1818,1,-0.661,2.23,-0.874,0.904,-1.176,0.471,-1.022,0.326,-0.98,0.289,7.716,280.866
1818,2,-1.742,1.989,-0.882,0.901,-1.192,0.474,-1.022,0.321,-0.981,0.289,7.708,280.858
1818,3,0.908,2.048,-0.721,0.974,-1.189,0.465,-1.0,0.315,-0.976,0.292,7.869,281.019
1818,4,1.934,4.555,-0.681,1.015,-1.186,0.477,-1.004,0.308,-0.971,0.296,7.909,281.05899999999997
1818,5,0.375,2.227,-0.593,1.149,-1.178,0.469,-1.012,0.308,-0.962,0.293,7.997,281.147
1818,6,0.689,2.818,-0.438,1.185,-1.172,0.462,-1.008,0.311,-0.96,0.292,8.152,281.30199999999996
1818,7,-0.769,1.188,-0.492,1.214,-1.169,0.434,-1.008,0.314,-0.96,0.293,8.097999999999999,281.248
1818,8,-0.738,1.181,-0.42,1.257,-1.093,0.413,-1.008,0.316,-0.958,0.29,8.17,281.32
1818,9,-1.822,1.42,-0.711,0.866,-1.067,0.403,-1.022,0.315,-0.965,0.287,7.879,281.029
1818,10,-2.408,1.413,-0.986,0.648,-1.062,0.387,-1.03,0.32,-0.964,0.284,7.604,280.75399999999996
1818,11,-0.107,3.16,-1.09,0.574,-1.054,0.381,-1.049,0.319,-0.959,0.282,7.5,280.65
1818,12,-0.902,1.828,-1.218,0.557,-1.045,0.382,-1.048,0.312,-0.955,0.28,7.372,280.522
1819,1,-1.306,2.253,-1.266,0.603,-1.029,0.393,-1.038,0.322,-0.949,0.281,7.324,280.474
1819,2,-0.874,2.533,-1.311,0.687,-1.024,0.403,-1.03,0.315,-0.946,0.28,7.279,280.429
1819,3,-2.59,4.098,-1.226,0.646,-1.029,0.403,-1.008,0.31,-0.94,0.285,7.364,280.51399999999995
1819,4,-1.363,1.251,-1.081,0.581,-0.985,0.422,-0.997,0.312,-0.94,0.288,7.509,280.659
1819,5,-0.874,1.704,-1.149,0.492,-0.968,0.449,-0.981,0.317,-0.933,0.288,7.441,280.59099999999995
1819,6,-0.848,2.102,-1.24,0.446,-0.959,0.436,-0.976,0.322,-0.934,0.286,7.35,280.5
1819,7,-1.346,1.197,-1.34,0.505,-0.951,0.452,-0.96,0.327,-0.928,0.289,7.25,280.4
1819,8,-1.273,1.349,-1.328,0.615,-0.949,0.429,-0.958,0.327,-0.927,0.289,7.262,280.412
1819,9,-0.808,1.334,-1.167,0.702,-0.912,0.411,-0.95,0.335,-0.928,0.289,7.423,280.573
1819,10,-0.667,1.681,-0.972,0.721,-0.918,0.404,-0.947,0.335,-0.928,0.284,7.618,280.768
1819,11,-0.92,1.183,-0.88,0.737,-0.897,0.396,-0.96,0.337,-0.92,0.285,7.71,280.85999999999996
1819,12,-1.992,2.179,-0.831,0.689,-0.863,0.384,-0.975,0.341,-0.92,0.278,7.759,280.909
1820,1,-2.515,2.997,-0.771,0.673,-0.836,0.39,-0.967,0.335,-0.909,0.27,7.819,280.969
1820,2,-0.723,2.003,-0.801,0.635,-0.837,0.383,-0.962,0.338,-0.902,0.26,7.789,280.93899999999996
1820,3,-0.656,1.945,-0.798,0.578,-0.802,0.381,-0.952,0.328,-0.905,0.263,7.792,280.94199999999995
1820,4,0.976,1.011,-0.889,0.581,-0.779,0.387,-0.932,0.328,-0.897,0.262,7.701,280.851
1820,5,0.224,1.071,-0.941,0.529,-0.785,0.371,-0.924,0.326,-0.893,0.262,7.649,280.799
1820,6,-0.251,0.828,-0.951,0.501,-0.787,0.378,-0.904,0.324,-0.888,0.261,7.639,280.789
1820,7,-0.629,0.892,-0.715,0.511,-0.79,0.388,-0.911,0.329,-0.879,0.261,7.875,281.025
1820,8,-1.633,0.997,-0.587,0.475,-0.778,0.381,-0.913,0.333,-0.875,0.26,8.003,281.15299999999996
1820,9,-0.768,0.974,-0.522,0.494,-0.801,0.36,-0.915,0.33,-0.871,0.258,8.068,281.21799999999996
1820,10,-1.763,1.269,-0.64,0.474,-0.845,0.305,-0.908,0.333,-0.867,0.256,7.95,281.09999999999997
1820,11,-1.551,1.281,-0.671,0.447,-0.864,0.291,-0.895,0.321,-0.853,0.254,7.919,281.06899999999996
1820,12,-2.108,1.575,-0.757,0.445,-0.876,0.276,-0.88,0.313,-0.846,0.249,7.833,280.983
1821,1,0.318,1.908,-0.817,0.471,-0.864,0.281,-0.887,0.295,-0.839,0.249,7.773,280.923
1821,2,0.811,2.541,-0.761,0.454,-0.867,0.284,-0.869,0.288,-0.83,0.25,7.829,280.979
1821,3,0.131,1.462,-0.87,0.483,-0.863,0.283,-0.863,0.282,-0.828,0.241,7.72,280.87
1821,4,-0.446,0.964,-0.819,0.518,-0.851,0.289,-0.857,0.276,-0.821,0.24,7.771,280.921
1821,5,-0.144,1.391,-0.767,0.527,-0.873,0.264,-0.848,0.274,-0.816,0.238,7.8229999999999995,280.97299999999996
